"type","post_published","likes_count_fb","comments_count_fb","shares_count_fb","date"
"photo","2016-05-06",131,1,36,2016-05-06
"photo","2016-05-06",93,3,11,2016-05-06
"photo","2016-05-06",80,1,10,2016-05-06
"photo","2016-05-06",84,1,20,2016-05-06
"photo","2016-05-06",88,2,6,2016-05-06
"photo","2016-05-06",310,16,97,2016-05-06
"photo","2016-05-06",94,0,14,2016-05-06
"photo","2016-05-06",97,4,19,2016-05-06
"photo","2016-05-06",70,1,8,2016-05-06
"photo","2016-05-06",84,1,14,2016-05-06
"photo","2016-05-06",105,0,20,2016-05-06
"photo","2016-05-06",123,3,33,2016-05-06
"photo","2016-05-06",122,6,39,2016-05-06
"photo","2016-05-06",89,0,12,2016-05-06
"photo","2016-05-06",106,7,24,2016-05-06
"photo","2016-05-06",136,3,51,2016-05-06
"photo","2016-05-06",247,11,58,2016-05-06
"photo","2016-05-06",83,2,12,2016-05-06
"photo","2016-05-06",161,3,66,2016-05-06
"photo","2016-05-06",130,6,29,2016-05-06
"photo","2016-05-06",118,5,28,2016-05-06
"photo","2016-05-06",95,0,17,2016-05-06
"photo","2016-05-06",163,11,44,2016-05-06
"photo","2016-05-06",121,4,34,2016-05-06
"photo","2016-05-06",87,3,12,2016-05-06
"photo","2016-05-06",185,16,73,2016-05-06
"photo","2016-05-06",177,5,61,2016-05-06
"photo","2016-05-06",118,3,37,2016-05-06
"photo","2016-05-06",117,7,28,2016-05-06
"photo","2016-05-06",94,1,13,2016-05-06
"photo","2016-05-06",103,5,12,2016-05-06
"photo","2016-05-06",162,4,48,2016-05-06
"photo","2016-05-06",163,6,36,2016-05-06
"photo","2016-05-06",103,1,17,2016-05-06
"photo","2016-05-06",105,4,18,2016-05-06
"photo","2016-05-06",154,4,51,2016-05-06
"photo","2016-05-06",107,3,13,2016-05-06
"photo","2016-05-06",118,0,16,2016-05-06
"photo","2016-05-06",120,2,16,2016-05-06
"photo","2016-05-06",122,6,21,2016-05-06
"photo","2016-05-06",129,2,39,2016-05-06
"photo","2016-05-06",144,3,23,2016-05-06
"photo","2016-05-06",175,12,46,2016-05-06
"photo","2016-05-06",161,7,42,2016-05-06
"photo","2016-05-06",137,4,32,2016-05-06
"photo","2016-05-06",134,11,25,2016-05-06
"photo","2016-05-06",209,11,54,2016-05-06
"photo","2016-05-06",155,6,37,2016-05-06
"photo","2016-05-06",209,13,70,2016-05-06
"photo","2016-05-06",161,8,26,2016-05-06
"photo","2016-05-06",830,43,117,2016-05-06
"photo","2016-05-06",2404,132,205,2016-05-06
"photo","2016-05-05",5120,415,412,2016-05-05
"link","2016-05-05",101,20,25,2016-05-05
"video","2016-05-05",1633,181,203,2016-05-05
"link","2016-05-05",107,19,28,2016-05-05
"photo","2016-05-05",616,750,90,2016-05-05
"link","2016-05-05",297,230,110,2016-05-05
"video","2016-05-05",1454,209,1,2016-05-05
"link","2016-05-05",2214,345,264,2016-05-05
"link","2016-05-05",2489,518,822,2016-05-05
"link","2016-05-04",629,212,31,2016-05-04
"video","2016-05-04",1502,319,0,2016-05-04
"video","2016-05-04",1304,225,0,2016-05-04
"video","2016-05-04",1373,241,1164,2016-05-04
"video","2016-05-04",537,73,1,2016-05-04
"video","2016-05-04",1086,157,1,2016-05-04
"video","2016-05-04",498,24,0,2016-05-04
"video","2016-05-04",422,301,0,2016-05-04
"link","2016-05-04",562,422,90,2016-05-04
"photo","2016-05-03",718,111,694,2016-05-03
"link","2016-05-03",195,140,44,2016-05-03
"link","2016-05-03",489,179,87,2016-05-03
"link","2016-05-03",583,144,0,2016-05-03
"link","2016-05-03",177,124,45,2016-05-03
"video","2016-05-02",896,112,0,2016-05-02
"link","2016-05-02",1230,283,268,2016-05-02
"video","2016-05-02",285,125,0,2016-05-02
"video","2016-05-01",779,253,759,2016-05-01
"video","2016-05-01",710,262,810,2016-05-01
"video","2016-05-01",1452,495,747,2016-05-01
"link","2016-05-01",362,77,68,2016-05-01
"video","2016-05-01",1286,374,1071,2016-05-01
"link","2016-05-01",99,36,11,2016-05-01
"video","2016-04-30",211,184,0,2016-04-30
"link","2016-04-30",409,108,53,2016-04-30
"link","2016-04-30",313,119,77,2016-04-30
"video","2016-04-29",1908,478,703,2016-04-29
"photo","2016-04-29",1068,134,549,2016-04-29
"link","2016-04-29",335,97,43,2016-04-29
"video","2016-04-28",449,84,60,2016-04-28
"link","2016-04-28",1392,954,337,2016-04-28
"photo","2016-04-28",79,10,0,2016-04-28
"photo","2016-04-28",662,238,100,2016-04-28
"link","2016-04-27",302,86,43,2016-04-27
"photo","2016-04-27",330,64,165,2016-04-27
"link","2016-04-27",956,209,347,2016-04-27
"link","2016-04-27",242,73,134,2016-04-27
"link","2016-04-26",437,151,88,2016-04-26
"link","2016-04-26",376,55,76,2016-04-26
"link","2016-04-25",1397,141,228,2016-04-25
"video","2016-04-25",261,47,39,2016-04-25
"photo","2016-04-25",543,253,361,2016-04-25
"link","2016-04-25",230,41,59,2016-04-25
"link","2016-04-24",627,94,26,2016-04-24
"link","2016-04-24",646,201,171,2016-04-24
"video","2016-04-23",744,283,632,2016-04-23
"link","2016-04-23",906,156,129,2016-04-23
"video","2016-04-22",400,131,183,2016-04-22
"video","2016-04-22",100,61,38,2016-04-22
"link","2016-04-22",706,183,81,2016-04-22
"video","2016-04-21",1062,1918,288,2016-04-21
"link","2016-04-21",115,93,23,2016-04-21
"link","2016-04-21",308,168,53,2016-04-21
"video","2016-04-21",503,45,0,2016-04-21
"link","2016-04-20",1205,295,248,2016-04-20
"video","2016-04-20",414,52,369,2016-04-20
"link","2016-04-20",702,147,134,2016-04-20
"link","2016-04-20",320,141,149,2016-04-20
"link","2016-04-20",232,6,122,2016-04-20
"link","2016-04-20",109,13,50,2016-04-20
"link","2016-04-20",107,27,61,2016-04-20
"link","2016-04-20",91,11,37,2016-04-20
"link","2016-04-20",104,9,71,2016-04-20
"link","2016-04-20",73,0,37,2016-04-20
"link","2016-04-20",67,8,41,2016-04-20
"video","2016-04-20",53,1,19,2016-04-20
"video","2016-04-20",74,10,53,2016-04-20
"video","2016-04-20",241,31,122,2016-04-20
"photo","2016-04-19",807,202,342,2016-04-19
"photo","2016-04-18",260,95,54,2016-04-18
"video","2016-04-18",365,97,64,2016-04-18
"link","2016-04-18",105,13,45,2016-04-18
"link","2016-04-18",848,318,129,2016-04-18
"link","2016-04-18",208,43,80,2016-04-18
"link","2016-04-17",627,257,79,2016-04-17
"link","2016-04-17",337,54,96,2016-04-17
"photo","2016-04-17",712,191,541,2016-04-17
"video","2016-04-17",1110,336,954,2016-04-17
"video","2016-04-16",1013,109,503,2016-04-16
"video","2016-04-15",435,106,137,2016-04-15
"link","2016-04-15",1272,234,269,2016-04-15
"video","2016-04-15",551,109,297,2016-04-15
"video","2016-04-14",1024,191,789,2016-04-14
"video","2016-04-14",1094,333,655,2016-04-14
"video","2016-04-14",1533,2280,485,2016-04-14
"link","2016-04-14",202,74,97,2016-04-14
"link","2016-04-14",252,87,160,2016-04-14
"link","2016-04-13",665,101,123,2016-04-13
"video","2016-04-13",1355,137,1,2016-04-13
"video","2016-04-13",1623,208,1608,2016-04-13
"link","2016-04-12",616,230,81,2016-04-12
"link","2016-04-12",334,130,224,2016-04-12
"photo","2016-04-12",599,225,220,2016-04-12
"link","2016-04-11",374,143,42,2016-04-11
"link","2016-04-11",168,260,23,2016-04-11
"video","2016-04-11",646,146,599,2016-04-11
"link","2016-04-10",95,259,11,2016-04-10
"video","2016-04-09",1495,445,986,2016-04-09
"video","2016-04-08",1165,359,885,2016-04-08
"photo","2016-04-08",769,414,360,2016-04-08
"video","2016-04-07",683,89,163,2016-04-07
"photo","2016-04-07",430,196,231,2016-04-07
"link","2016-04-06",1086,525,304,2016-04-06
"link","2016-04-06",518,78,24,2016-04-06
"link","2016-04-06",152,98,22,2016-04-06
"video","2016-04-06",537,94,202,2016-04-06
"photo","2016-04-05",439,205,168,2016-04-05
"video","2016-04-05",831,275,721,2016-04-05
"link","2016-04-05",448,122,60,2016-04-05
"video","2016-04-04",447,209,243,2016-04-04
"photo","2016-04-04",267,95,87,2016-04-04
"link","2016-04-04",345,124,109,2016-04-04
"video","2016-04-03",968,238,647,2016-04-03
"photo","2016-04-03",41,0,7,2016-04-03
"photo","2016-04-03",185,29,45,2016-04-03
"photo","2016-04-03",560,141,101,2016-04-03
"link","2016-04-03",308,165,76,2016-04-03
"photo","2016-04-02",523,280,230,2016-04-02
"link","2016-04-01",461,206,104,2016-04-01
"photo","2016-04-01",753,327,849,2016-04-01
"photo","2016-03-31",553,238,232,2016-03-31
"photo","2016-03-31",994,215,508,2016-03-31
"link","2016-03-31",468,712,210,2016-03-31
"photo","2016-03-30",168,74,38,2016-03-30
"link","2016-03-30",566,889,236,2016-03-30
"photo","2016-03-30",563,206,262,2016-03-30
"video","2016-03-30",873,373,632,2016-03-30
"video","2016-03-29",1000,340,0,2016-03-29
"photo","2016-03-29",979,331,347,2016-03-29
"link","2016-03-29",154,93,50,2016-03-29
"link","2016-03-29",207,45,33,2016-03-29
"photo","2016-03-29",298,95,90,2016-03-29
"photo","2016-03-28",798,239,517,2016-03-28
"link","2016-03-28",610,146,98,2016-03-28
"photo","2016-03-28",449,142,41,2016-03-28
"link","2016-03-27",1178,556,257,2016-03-27
"link","2016-03-25",607,324,88,2016-03-25
"link","2016-03-25",770,276,96,2016-03-25
"photo","2016-03-25",619,249,225,2016-03-25
"video","2016-03-24",2779,698,792,2016-03-24
"video","2016-03-24",1685,387,1389,2016-03-24
"photo","2016-03-24",1934,495,1275,2016-03-24
"link","2016-03-23",1816,621,416,2016-03-23
"video","2016-03-23",1003,475,1052,2016-03-23
"photo","2016-03-22",298,225,89,2016-03-22
"link","2016-03-22",437,298,160,2016-03-22
"photo","2016-03-22",1100,381,548,2016-03-22
"video","2016-03-21",379,158,0,2016-03-21
"link","2016-03-20",558,463,143,2016-03-20
"link","2016-03-19",324,223,94,2016-03-19
"video","2016-03-18",1055,422,590,2016-03-18
"link","2016-03-18",945,149,107,2016-03-18
"link","2016-03-18",284,154,144,2016-03-18
"link","2016-03-17",755,193,218,2016-03-17
"link","2016-03-17",131,87,15,2016-03-17
"photo","2016-03-17",355,222,301,2016-03-17
"photo","2016-03-17",853,256,950,2016-03-17
"link","2016-03-17",446,71,95,2016-03-17
"video","2016-03-17",639,106,406,2016-03-17
"link","2016-03-16",388,182,301,2016-03-16
"photo","2016-03-16",601,578,2496,2016-03-16
"photo","2016-03-16",220,64,143,2016-03-16
"link","2016-03-16",484,172,93,2016-03-16
"link","2016-03-16",433,92,64,2016-03-16
"photo","2016-03-15",288,96,167,2016-03-15
"link","2016-03-15",313,79,36,2016-03-15
"link","2016-03-14",325,148,99,2016-03-14
"photo","2016-03-14",201,47,24,2016-03-14
"video","2016-03-14",2027,3073,3583,2016-03-14
"video","2016-03-13",1116,571,815,2016-03-13
"photo","2016-03-13",760,118,187,2016-03-13
"photo","2016-03-13",633,221,261,2016-03-13
"video","2016-03-13",1126,370,591,2016-03-13
"link","2016-03-13",38,28,10,2016-03-13
"link","2016-03-12",956,552,150,2016-03-12
"photo","2016-03-12",35,4,1,2016-03-12
"video","2016-03-12",1201,497,1141,2016-03-12
"photo","2016-03-12",3514,689,883,2016-03-12
"photo","2016-03-12",4,0,0,2016-03-12
"link","2016-03-12",110,12,34,2016-03-12
"link","2016-03-12",597,220,71,2016-03-12
"video","2016-03-12",525,415,139,2016-03-12
"link","2016-03-11",272,279,33,2016-03-11
"video","2016-03-11",530,498,249,2016-03-11
"photo","2016-03-10",437,177,147,2016-03-10
"link","2016-03-10",310,253,47,2016-03-10
"video","2016-03-10",1389,583,1099,2016-03-10
"photo","2016-03-10",562,195,346,2016-03-10
"link","2016-03-09",494,1524,235,2016-03-09
"video","2016-03-08",704,268,0,2016-03-08
"link","2016-03-08",219,262,66,2016-03-08
"photo","2016-03-08",225,79,118,2016-03-08
"link","2016-03-05",397,523,72,2016-03-05
"link","2016-03-04",341,470,76,2016-03-04
"link","2016-03-04",383,204,133,2016-03-04
"photo","2016-03-04",499,158,284,2016-03-04
"link","2016-03-03",1012,425,476,2016-03-03
"link","2016-03-03",420,127,63,2016-03-03
"link","2016-03-03",505,217,90,2016-03-03
"link","2016-03-03",218,171,62,2016-03-03
"link","2016-03-02",743,906,300,2016-03-02
"link","2016-03-02",601,343,190,2016-03-02
"photo","2016-03-02",363,252,138,2016-03-02
"link","2016-03-01",817,158,161,2016-03-01
"photo","2016-03-01",606,184,271,2016-03-01
"photo","2016-02-28",1258,857,182,2016-02-28
"link","2016-02-27",2151,935,588,2016-02-27
"link","2016-02-26",510,203,89,2016-02-26
"link","2016-02-25",507,381,129,2016-02-25
"link","2016-02-25",374,76,35,2016-02-25
"link","2016-02-25",222,86,60,2016-02-25
"link","2016-02-25",464,95,69,2016-02-25
"video","2016-02-24",2006,981,4199,2016-02-24
"photo","2016-02-24",639,528,343,2016-02-24
"link","2016-02-24",1029,301,189,2016-02-24
"link","2016-02-23",103,182,40,2016-02-23
"video","2016-02-23",1011,322,452,2016-02-23
"photo","2016-02-23",1642,309,898,2016-02-23
"photo","2016-02-23",999,233,298,2016-02-23
"photo","2016-02-23",396,306,422,2016-02-23
"link","2016-02-22",180,244,78,2016-02-22
"link","2016-02-22",1043,570,232,2016-02-22
"link","2016-02-18",512,1027,70,2016-02-18
"photo","2016-02-17",1686,1241,535,2016-02-17
"photo","2016-02-17",379,266,121,2016-02-17
"link","2016-02-17",1467,626,358,2016-02-17
"link","2016-02-16",84,271,46,2016-02-16
"link","2016-02-14",375,360,92,2016-02-14
"video","2016-02-13",638,384,639,2016-02-13
"link","2016-02-12",433,345,81,2016-02-12
"link","2016-02-12",1058,544,339,2016-02-12
"link","2016-02-11",198,191,21,2016-02-11
"link","2016-02-11",248,127,96,2016-02-11
"link","2016-02-10",492,333,140,2016-02-10
"photo","2016-02-10",468,167,223,2016-02-10
"link","2016-02-09",1021,657,533,2016-02-09
"photo","2016-02-09",1121,312,414,2016-02-09
"video","2016-02-08",228,173,0,2016-02-08
"link","2016-02-07",803,172,167,2016-02-07
"link","2016-02-05",602,296,164,2016-02-05
"link","2016-02-05",33,223,14,2016-02-05
"link","2016-02-04",437,281,116,2016-02-04
"link","2016-02-04",234,149,23,2016-02-04
"photo","2016-02-04",297,146,217,2016-02-04
"photo","2016-02-03",591,256,386,2016-02-03
"video","2016-02-03",899,494,1377,2016-02-03
"photo","2016-02-03",389,170,141,2016-02-03
"video","2016-02-03",1761,309,0,2016-02-03
"link","2016-02-02",662,462,257,2016-02-02
"photo","2016-02-02",638,183,208,2016-02-02
"photo","2016-02-02",586,383,256,2016-02-02
"video","2016-02-01",1403,198,0,2016-02-01
"video","2016-02-01",658,287,0,2016-02-01
"link","2016-01-31",831,487,259,2016-01-31
"link","2016-01-31",252,101,81,2016-01-31
"link","2016-01-30",787,180,169,2016-01-30
"video","2016-01-29",567,444,261,2016-01-29
"link","2016-01-29",472,247,79,2016-01-29
"link","2016-01-29",227,223,77,2016-01-29
"link","2016-01-28",271,491,35,2016-01-28
"link","2016-01-28",797,532,289,2016-01-28
"photo","2016-01-28",330,346,109,2016-01-28
"photo","2016-01-27",1228,413,715,2016-01-27
"photo","2016-01-27",300,180,133,2016-01-27
"link","2016-01-26",1092,461,230,2016-01-26
"photo","2016-01-25",379,446,225,2016-01-25
"link","2016-01-24",644,1338,153,2016-01-24
"link","2016-01-24",887,194,162,2016-01-24
"link","2016-01-23",365,513,75,2016-01-23
"link","2016-01-22",589,335,124,2016-01-22
"link","2016-01-21",444,454,69,2016-01-21
"photo","2016-01-21",303,234,97,2016-01-21
"link","2016-01-21",700,260,124,2016-01-21
"video","2016-01-20",979,618,0,2016-01-20
"link","2016-01-20",154,114,33,2016-01-20
"photo","2016-01-20",517,232,346,2016-01-20
"link","2016-01-18",451,399,67,2016-01-18
"link","2016-01-18",271,290,170,2016-01-18
"link","2016-01-17",751,420,105,2016-01-17
"link","2016-01-15",435,601,113,2016-01-15
"link","2016-01-15",428,416,103,2016-01-15
"link","2016-01-14",874,622,360,2016-01-14
"link","2016-01-14",437,409,64,2016-01-14
"photo","2016-01-14",314,145,209,2016-01-14
"link","2016-01-13",1406,322,258,2016-01-13
"video","2016-01-13",807,298,0,2016-01-13
"link","2016-01-13",258,277,48,2016-01-13
"link","2016-01-12",646,403,103,2016-01-12
"photo","2016-01-12",709,331,0,2016-01-12
"link","2016-01-12",238,303,130,2016-01-12
"photo","2016-01-11",876,524,378,2016-01-11
"link","2016-01-11",722,408,110,2016-01-11
"photo","2016-01-11",309,271,69,2016-01-11
"photo","2016-01-11",442,182,94,2016-01-11
"link","2016-01-10",320,390,63,2016-01-10
"link","2016-01-09",2262,348,258,2016-01-09
"link","2016-01-09",607,595,72,2016-01-09
"link","2016-01-08",1160,478,187,2016-01-08
"link","2016-01-08",303,252,37,2016-01-08
"link","2016-01-07",2169,513,421,2016-01-07
"link","2016-01-07",408,386,44,2016-01-07
"video","2016-01-07",2724,519,0,2016-01-07
"link","2016-01-07",299,268,86,2016-01-07
"link","2016-01-06",691,636,103,2016-01-06
"link","2016-01-05",679,603,110,2016-01-05
"photo","2016-01-05",572,200,0,2016-01-05
"photo","2016-01-05",893,278,625,2016-01-05
"link","2016-01-03",1646,800,258,2016-01-03
"photo","2016-01-02",572,280,0,2016-01-02
"link","2016-01-02",727,847,122,2016-01-02
"link","2015-12-29",750,1096,0,2015-12-29
"video","2015-12-24",941,904,0,2015-12-24
"link","2015-12-22",893,458,0,2015-12-22
"link","2015-12-18",378,1191,50,2015-12-18
"photo","2015-12-16",465,1181,257,2015-12-16
"link","2015-12-16",752,552,220,2015-12-16
"photo","2015-12-16",1216,502,426,2015-12-16
"photo","2015-12-16",1003,683,278,2015-12-16
"photo","2015-12-16",385,156,0,2015-12-16
"photo","2015-12-15",2538,409,935,2015-12-15
"link","2015-12-15",604,295,93,2015-12-15
"photo","2015-12-14",828,355,226,2015-12-14
"link","2015-12-13",607,1136,248,2015-12-13
"video","2015-12-13",2187,354,0,2015-12-13
"link","2015-12-11",504,589,59,2015-12-11
"photo","2015-12-10",1387,556,370,2015-12-10
"photo","2015-12-09",676,739,163,2015-12-09
"photo","2015-12-09",1954,514,0,2015-12-09
"photo","2015-12-09",154,77,50,2015-12-09
"photo","2015-12-08",511,527,0,2015-12-08
"link","2015-12-07",224,656,39,2015-12-07
"link","2015-12-07",976,431,237,2015-12-07
"link","2015-12-06",1426,674,266,2015-12-06
"link","2015-12-04",268,506,48,2015-12-04
"photo","2015-12-04",1431,287,360,2015-12-04
"link","2015-12-03",817,298,205,2015-12-03
"photo","2015-12-02",7611,2452,5133,2015-12-02
"link","2015-12-02",1702,523,229,2015-12-02
"photo","2015-12-02",5407,874,1059,2015-12-02
"photo","2015-12-02",922,249,200,2015-12-02
"photo","2015-12-01",1003,388,265,2015-12-01
"photo","2015-11-29",1132,773,0,2015-11-29
"link","2015-11-29",816,320,232,2015-11-29
"link","2015-11-27",306,206,46,2015-11-27
"video","2015-11-27",606,180,154,2015-11-27
"photo","2015-11-26",1253,735,365,2015-11-26
"link","2015-11-26",671,170,103,2015-11-26
"photo","2015-11-25",929,343,221,2015-11-25
"video","2015-11-25",322,172,92,2015-11-25
"photo","2015-11-25",983,537,206,2015-11-25
"link","2015-11-24",923,894,425,2015-11-24
"link","2015-11-23",385,530,81,2015-11-23
"link","2015-11-20",348,357,46,2015-11-20
"video","2015-11-20",1642,542,438,2015-11-20
"link","2015-11-19",1771,768,258,2015-11-19
"link","2015-11-18",923,409,91,2015-11-18
"link","2015-11-18",3526,1444,550,2015-11-18
"photo","2015-11-18",1042,437,352,2015-11-18
"photo","2015-11-18",1534,494,644,2015-11-18
"link","2015-11-15",927,700,132,2015-11-15
"photo","2015-11-13",1250,582,282,2015-11-13
"photo","2015-11-12",1130,226,143,2015-11-12
"link","2015-11-10",1861,698,263,2015-11-10
"link","2015-11-10",508,463,254,2015-11-10
"link","2015-11-09",565,457,131,2015-11-09
"link","2015-11-05",535,574,98,2015-11-05
"video","2015-11-05",504,133,347,2015-11-05
"link","2015-11-04",1157,403,351,2015-11-04
"video","2015-11-04",866,194,328,2015-11-04
"photo","2015-11-03",1945,473,430,2015-11-03
"photo","2015-11-03",65,21,0,2015-11-03
"photo","2015-11-03",72,39,0,2015-11-03
"photo","2015-11-02",793,286,106,2015-11-02
"link","2015-10-30",719,569,135,2015-10-30
"video","2015-10-30",830,189,977,2015-10-30
"link","2015-10-28",857,372,95,2015-10-28
"photo","2015-10-27",1812,320,383,2015-10-27
"photo","2015-10-27",2415,238,499,2015-10-27
"link","2015-10-25",518,239,94,2015-10-25
"link","2015-10-23",811,294,142,2015-10-23
"video","2015-10-23",1170,494,996,2015-10-23
"link","2015-10-22",406,791,581,2015-10-22
"video","2015-10-22",668,219,0,2015-10-22
"video","2015-10-22",784,315,368,2015-10-22
"video","2015-10-22",1167,217,680,2015-10-22
"link","2015-10-20",926,897,241,2015-10-20
"video","2015-10-19",554,253,81,2015-10-19
"link","2015-10-18",1152,430,99,2015-10-18
"photo","2015-10-18",1459,248,65,2015-10-18
"photo","2015-10-17",698,138,0,2015-10-17
"photo","2015-10-17",698,125,169,2015-10-17
"photo","2015-10-17",1845,205,157,2015-10-17
"photo","2015-10-17",1051,162,246,2015-10-17
"video","2015-10-16",732,133,220,2015-10-16
"video","2015-10-16",362,149,378,2015-10-16
"photo","2015-10-16",1540,173,207,2015-10-16
"video","2015-10-16",6084,695,7358,2015-10-16
"video","2015-10-16",390,10,41,2015-10-16
"photo","2015-10-16",763,91,126,2015-10-16
"photo","2015-10-15",2412,628,527,2015-10-15
"video","2015-10-15",1244,302,1228,2015-10-15
"photo","2015-10-15",1872,457,473,2015-10-15
"video","2015-10-15",1753,380,1001,2015-10-15
"photo","2015-10-15",1752,428,391,2015-10-15
"photo","2015-10-15",1041,122,171,2015-10-15
"photo","2015-10-14",168,184,0,2015-10-14
"photo","2015-10-14",274,119,0,2015-10-14
"video","2015-10-09",214,311,26,2015-10-09
"photo","2015-10-08",958,644,901,2015-10-08
"photo","2015-10-06",728,447,321,2015-10-06
"link","2015-10-02",2301,782,3,2015-10-02
"photo","2015-10-01",1240,291,1413,2015-10-01
"photo","2015-09-30",125,363,0,2015-09-30
"photo","2015-09-25",489,896,133,2015-09-25
"video","2015-09-23",886,575,183,2015-09-23
"photo","2015-09-23",2652,781,645,2015-09-23
"video","2015-09-21",1532,501,2,2015-09-21
"link","2015-09-20",1883,675,217,2015-09-20
"video","2015-09-18",1034,581,406,2015-09-18
"video","2015-09-18",3180,670,705,2015-09-18
"photo","2015-09-18",1926,859,237,2015-09-18
"link","2015-09-15",723,1296,85,2015-09-15
"link","2015-09-13",4302,1059,497,2015-09-13
"video","2015-09-12",1711,516,0,2015-09-12
"video","2015-09-08",1138,1024,1,2015-09-08
"photo","2015-09-08",287,397,0,2015-09-08
"link","2015-09-08",702,846,55,2015-09-08
"photo","2015-09-08",373,317,0,2015-09-08
"link","2015-09-08",1002,784,84,2015-09-08
"video","2015-09-04",5405,2784,2689,2015-09-04
"link","2015-09-03",1065,322,539,2015-09-03
"video","2015-09-03",3976,823,1989,2015-09-03
"video","2015-09-03",6751,1361,5108,2015-09-03
"photo","2015-09-02",15898,3342,5161,2015-09-02
"link","2015-09-02",3712,703,590,2015-09-02
"video","2015-09-02",1292,292,1,2015-09-02
"photo","2015-09-01",2146,703,262,2015-09-01
"link","2015-08-31",2979,902,2670,2015-08-31
"video","2015-08-25",839,453,0,2015-08-25
"video","2015-08-24",386,441,52,2015-08-24
"link","2015-08-23",627,641,171,2015-08-23
"video","2015-08-18",1287,498,143,2015-08-18
"link","2015-08-18",334,60,66,2015-08-18
"photo","2015-08-18",2873,658,391,2015-08-18
"link","2015-08-14",4035,363,375,2015-08-14
"video","2015-08-12",688,129,0,2015-08-12
"link","2015-08-12",1737,464,328,2015-08-12
"video","2015-08-10",1873,329,0,2015-08-10
"link","2015-08-06",1621,589,241,2015-08-06
"link","2015-08-04",650,346,293,2015-08-04
"link","2015-08-02",4325,459,745,2015-08-02
"link","2015-08-02",1597,909,672,2015-08-02
"link","2015-08-01",1142,206,93,2015-08-01
"link","2015-07-30",334,302,0,2015-07-30
"photo","2015-07-28",1548,644,0,2015-07-28
"link","2015-07-27",2110,724,215,2015-07-27
"link","2015-07-24",1329,1017,219,2015-07-24
"link","2015-07-21",3096,682,552,2015-07-21
"link","2015-07-19",6567,801,691,2015-07-19
"link","2015-07-18",2335,493,229,2015-07-18
"link","2015-07-17",15183,1939,6735,2015-07-17
"link","2015-07-17",1844,524,194,2015-07-17
"link","2015-07-15",1109,535,158,2015-07-15
"link","2015-07-15",7499,705,746,2015-07-15
"video","2015-07-14",13020,2229,13200,2015-07-14
"video","2015-07-14",6828,847,2,2015-07-14
"link","2015-07-14",1944,615,394,2015-07-14
"link","2015-07-13",1488,861,276,2015-07-13
"link","2015-07-10",751,454,49,2015-07-10
"video","2015-07-08",3711,706,0,2015-07-08
"link","2015-07-08",1546,725,329,2015-07-08
"video","2015-07-07",481,149,71,2015-07-07
"link","2015-07-07",1231,654,381,2015-07-07
"link","2015-07-06",1436,496,560,2015-07-06
"photo","2015-07-06",567,346,0,2015-07-06
"link","2015-07-02",2518,1089,1101,2015-07-02
"photo","2015-07-01",3780,465,489,2015-07-01
"link","2015-07-01",1751,760,0,2015-07-01
"link","2015-06-30",1462,704,346,2015-06-30
"link","2015-06-25",15913,1209,921,2015-06-25
"link","2015-06-25",1393,544,169,2015-06-25
"video","2015-06-24",687,371,0,2015-06-24
"photo","2015-06-23",1066,409,0,2015-06-23
"link","2015-06-21",2996,593,278,2015-06-21
"link","2015-06-19",1444,761,465,2015-06-19
"photo","2015-06-18",5833,631,1997,2015-06-18
"photo","2015-06-17",691,177,118,2015-06-17
"video","2015-06-17",1087,239,0,2015-06-17
"link","2015-06-16",1280,1244,650,2015-06-16
"photo","2015-06-13",1502,583,0,2015-06-13
"photo","2015-06-10",2167,580,0,2015-06-10
"link","2015-06-09",1128,510,135,2015-06-09
"link","2015-06-09",3101,422,366,2015-06-09
"video","2015-06-03",964,802,0,2015-06-03
"photo","2015-06-03",3217,366,658,2015-06-03
"video","2015-06-02",1351,496,0,2015-06-02
"link","2015-06-02",1139,317,71,2015-06-02
"photo","2015-06-02",4531,607,820,2015-06-02
"link","2015-06-02",1737,130,67,2015-06-02
"link","2015-06-01",1553,698,363,2015-06-01
